City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
350,Kuytun,54.3419,101.5036,-6.12,86,78,3.48,RU,1678245880
351,Suifenhe,44.4,131.1667,1.07,51,29,2.24,CN,1678245882
352,Portobelo,9.55,-79.65,23.39,81,93,5.16,PA,1678245883
353,Sola,-13.8833,167.55,27.81,70,81,1.46,VU,1678245884
354,Port Hawkesbury,45.6169,-61.3485,-0.46,90,100,5.36,CA,1678245886
355,Ust'-Kut,56.7938,105.7672,-3.49,84,100,4.3,RU,1678245887
356,Kariba,-16.5167,28.8,20.93,89,100,2.15,ZW,1678245888
357,Rio Grande,-32.035,-52.0986,23.25,90,6,0.88,BR,1678245890
358,Illintsi,49.1048,29.2177,1.53,83,100,3.38,UA,1678245891
359,Ugoofaaru,5.6667,73.0,27.6,80,2,7.2,MV,1678245892
360,Rafaela,-31.2503,-61.4867,25.55,46,2,0.89,AR,1678245614
361,Suleja,9.1758,7.1808,26.71,50,15,1.63,NG,1678245895
362,Jutaí,-5.1833,-68.9,22.08,99,100,1.11,BR,1678245896
363,Acaraú,-2.8856,-40.12,26.16,81,13,5.72,BR,1678245897
364,Oromocto,45.8351,-66.4792,-0.97,79,100,4.12,CA,1678245899
365,Borogontsy,62.6683,131.1683,-17.08,91,98,0.21,RU,1678245900
366,Touho,-20.7833,165.2333,26.47,65,23,6.04,NC,1678245901
367,Daud Khel,32.875,71.5701,22.5,36,0,1.14,PK,1678245903
368,Cap Malheureux,-19.9842,57.6142,24.7,89,75,0.89,MU,1678245904
369,San Rafael,-34.6177,-68.3301,21.72,52,0,1.46,AR,1678245906
370,Ruska Poliana,49.417,31.9201,1.15,86,100,3.13,UA,1678245907
371,Lashio,22.9333,97.75,26.88,26,5,0.85,MM,1678245908
372,Stillwater,36.1156,-97.0584,9.75,71,100,4.63,US,1678245910
373,Yeniseysk,58.4497,92.1703,-7.42,96,100,2.48,RU,1678245911
374,Xining,36.6167,101.7667,6.27,39,3,1.17,CN,1678245912
375,Black River,18.0264,-77.8487,24.28,72,100,0.93,JM,1678245914
376,Beringovskiy,63.05,179.3167,-18.97,87,56,1.48,RU,1678245915
377,Brae,60.3964,-1.353,1.24,55,96,6.55,GB,1678245916
378,Plettenberg Bay,-34.0527,23.3716,17.48,93,3,3.73,ZA,1678245918
379,Kamaishi,39.2667,141.8833,13.6,50,0,6.08,JP,1678245919
380,Walvis Bay,-22.9575,14.5053,16.16,84,0,2.15,NA,1678245921
381,Sakakah,29.9697,40.2064,14.76,80,15,4.62,SA,1678245885
382,Māngrol,21.1167,70.1167,24.54,55,0,3.87,IN,1678245923
383,Kita,13.0349,-9.4895,26.51,11,87,2.15,ML,1678245926
384,Goderich,43.7501,-81.7165,2.73,80,3,6.69,CA,1678245927
385,Lavrentiya,65.5833,-171.0,-13.33,93,100,0.5,RU,1678245929
386,Izumo,35.3667,132.7667,19.97,37,0,8.75,JP,1678245930
387,Chimbote,-9.0853,-78.5783,24.11,77,86,1.67,PE,1678245922
388,Batagay,67.6333,134.6333,-24.26,93,98,0.74,RU,1678245933
389,São Filipe,14.8961,-24.4956,23.07,75,0,2.16,CV,1678245934
390,Los Llanos de Aridane,28.6585,-17.9182,14.86,72,0,3.09,ES,1678245935
391,Hofn,64.2539,-15.2082,-5.51,64,19,11.37,IS,1678245937
392,Bereket,39.2446,55.5154,9.06,82,9,1.22,TM,1678245938
393,Hobyo,5.3505,48.5268,26.39,68,59,6.82,SO,1678245939
394,Carutapera,-1.195,-46.02,24.78,91,99,3.6,BR,1678245932
395,Amahai,-3.3333,128.9167,30.83,58,51,1.99,ID,1678245942
396,Kalat,29.0225,66.5916,10.6,38,0,1.07,PK,1678245943
397,Waverly,42.7392,-84.6208,-0.12,67,0,0.0,US,1678245944
398,Anadyr,64.75,177.4833,-24.72,69,0,7.0,RU,1678245946
399,Tuy Hoa,13.0833,109.3,24.0,73,72,4.7,VN,1678245947
400,Lom,43.8139,23.2361,8.38,65,67,1.35,BG,1678245948
401,Bhadrāchalam,17.6667,80.8833,28.09,39,4,0.62,IN,1678245942
402,Chërnaya Kholunitsa,58.8511,51.7154,-12.13,98,99,2.36,RU,1678245951
403,Havre-St-Pierre,50.2334,-63.5986,4.2,75,100,7.2,CA,1678245952
404,Karpogory,64.0019,44.4451,-10.98,96,100,2.79,RU,1678245954
405,Yerbogachën,61.2767,108.0108,-5.1,90,100,5.3,RU,1678245955
406,Salinópolis,-0.6136,-47.3561,25.17,89,100,4.9,BR,1678245956
407,Safi,32.2994,-9.2372,15.28,89,7,2.34,MA,1678245958
408,Ampanihy,-24.7,44.75,21.49,89,94,2.79,MG,1678245959
409,Boskovice,49.4875,16.66,3.34,73,94,5.32,CZ,1678245961
410,Namie,37.4833,141.0,21.51,33,0,4.48,JP,1678245963
411,Mehamn,71.0357,27.8492,-7.03,86,20,11.32,NO,1678245965
412,Otradnoye,59.7775,30.8181,-5.97,91,100,4.48,RU,1678245669
413,Eyl,7.9803,49.8164,23.33,83,54,5.09,SO,1678245968
414,Vodňany,49.1479,14.1751,3.2,59,64,5.42,CZ,1678245969
415,Tāybād,34.74,60.7756,9.97,64,93,10.39,IR,1678245971
416,Bontang,0.1333,117.5,27.93,75,69,1.32,ID,1678245972
417,Steamboat Springs,40.485,-106.8317,-6.28,88,75,0.45,US,1678245952
418,Dawson Creek,55.7666,-120.2362,-13.2,66,0,1.54,CA,1678245975
419,Boden,65.8252,21.6886,-21.0,100,70,2.17,SE,1678245976
420,Mount Isa,-20.7333,139.5,19.87,100,75,10.8,AU,1678245977
421,Abomsa,9.9833,39.9833,18.83,53,56,0.93,ET,1678245979
422,Alihe,50.5667,123.7167,-3.24,64,98,2.41,CN,1678245980
423,Upata,8.0086,-62.3989,22.74,82,100,2.77,VE,1678245981
424,Pryyutivka,48.7209,33.0708,2.25,94,86,3.35,UA,1678245984
425,Fichē,9.8,38.7333,12.46,46,64,1.77,ET,1678245985
426,Cabatuan,10.8794,122.486,28.63,68,33,6.17,PH,1678245986
427,Svetlaya,46.5389,138.3297,1.09,68,86,5.3,RU,1678245988
428,Cassilândia,-19.1133,-51.7342,20.83,77,45,0.51,BR,1678245989
429,Koulikoro,14.0,-7.75,23.6,8,100,3.55,ML,1678245990
430,Guerrero Negro,27.9769,-114.0611,13.81,72,3,8.59,MX,1678245992
431,Botwood,49.1499,-55.3482,1.06,96,100,5.5,CA,1678245993
432,Cuxhaven,53.8718,8.6909,-0.02,100,40,3.6,DE,1678245696
433,Yemtsa,63.0734,40.3329,-15.09,99,97,1.83,RU,1678245995
434,Lata,40.1629,-8.3327,14.9,93,100,3.67,PT,1678245997
435,Wajima,37.4,136.9,17.38,39,0,11.32,JP,1678245998
436,Omboué,-1.5746,9.2618,25.38,89,100,2.96,GA,1678245999
437,Maku,39.2911,44.4521,4.67,48,100,1.46,IR,1678246001
438,Yulara,-25.2406,130.9889,28.56,21,0,6.02,AU,1678246002
439,São João da Barra,-21.6403,-41.0511,25.02,86,100,7.32,BR,1678246003
440,Juneau,58.3019,-134.4197,-4.0,100,20,4.63,US,1678245830
441,Morgan City,29.6994,-91.2068,22.22,94,0,1.54,US,1678246006
442,Temir,49.1414,57.13,-9.92,96,100,1.17,KZ,1678246007
443,Beyneu,45.3167,55.2,-0.31,76,4,2.41,KZ,1678246008
444,Mataram,-8.5833,116.1167,30.45,75,96,2.85,ID,1678246010
445,Naples,40.8333,14.25,13.75,89,75,3.6,IT,1678245760
446,Insar,53.8653,44.3738,-0.75,87,96,6.04,RU,1678246012
447,Tiarei,-17.5333,-149.3333,28.01,85,21,5.32,PF,1678246013
448,Arrondissement de Foix,42.8333,1.5833,5.61,94,45,3.69,FR,1678246015
449,Porto-Novo,6.4965,2.6036,27.9,82,89,2.81,BJ,1678246016
450,Vung Tau,10.346,107.0843,26.04,63,18,4.44,VN,1678246017
451,Bambous Virieux,-20.3428,57.7575,26.14,83,40,3.6,MU,1678246019
452,Iquique,-20.2208,-70.1431,24.02,74,26,2.32,CL,1678245839
453,Beaverlodge,55.2166,-119.4361,-14.36,97,100,2.69,CA,1678246021
454,Kaeo,-35.1,173.7833,25.74,67,1,4.02,NZ,1678246023
455,Padang,-0.9492,100.3543,28.03,64,8,0.34,ID,1678245582
456,Tegul'det,57.3064,88.1667,-4.83,94,100,4.38,RU,1678246025
457,Ormara,25.2088,64.6357,23.91,72,0,0.84,PK,1678246028
458,Severnyy,50.677,36.5532,0.02,100,75,2.0,RU,1678246029
459,Nishihara,26.1842,127.7558,23.03,53,75,5.66,JP,1678246030
460,Estelle,29.8458,-90.1067,23.99,90,40,2.57,US,1678246032
461,Mīzan Teferī,6.9833,35.5833,18.85,73,100,1.3,ET,1678246033
462,São José da Coroa Grande,-8.8978,-35.1478,25.81,82,100,4.78,BR,1678246034
463,Suoyarvi,62.0833,32.35,-22.31,100,100,1.55,RU,1678246036
464,Imola,44.3523,11.7158,10.63,77,100,3.59,IT,1678246037
465,Las Palmas,28.4204,-14.0131,16.44,88,0,1.03,ES,1678246038
466,Ancud,-41.8697,-73.8203,11.28,85,100,1.55,CL,1678246040
467,Manbij,36.5281,37.9549,10.07,65,100,2.2,SY,1678246041
468,San Luis,-33.295,-66.3356,22.35,42,0,4.87,AR,1678246042
469,Thinadhoo,0.5333,72.9333,28.45,71,7,5.47,MV,1678246044
470,Falmouth,50.1544,-5.0711,8.32,93,75,7.2,GB,1678246045
471,San Jose,37.3394,-121.895,9.86,63,40,3.6,US,1678245628
472,Panguna,-6.3164,155.4848,25.9,74,100,0.78,PG,1678246048
473,Victor Harbor,-35.5667,138.6167,15.93,59,94,5.67,AU,1678246049
474,Berlevåg,70.8578,29.0864,-7.0,93,100,10.8,NO,1678246050
475,Witu,-2.3889,40.4382,26.09,93,25,2.47,KE,1678246052
476,Meulaboh,4.1363,96.1285,28.01,71,54,1.11,ID,1678246053
477,Paka,4.6374,103.4368,27.96,74,40,4.12,MY,1678246054
478,Kalmunai,7.4167,81.8167,27.29,75,17,5.67,LK,1678246056
479,Bokajān,26.0167,93.7833,23.09,68,20,3.09,IN,1678246058
480,Saint Anthony,45.0205,-93.218,2.88,60,75,5.66,US,1678246060
481,Bubaque,11.2833,-15.8333,24.74,67,69,3.91,GW,1678246061
482,Distrikt Brokopondo,4.75,-55.1667,23.54,88,98,4.01,SR,1678246062
483,Sisimiut,66.9395,-53.6735,-6.47,75,23,4.62,GL,1678246064
484,Pandan,14.0453,124.1694,26.87,69,20,5.68,PH,1678246065
485,Lobva,59.1854,60.5185,-16.54,99,97,0.94,RU,1678246066
486,Broken Hill,-31.95,141.4333,23.08,33,0,5.42,AU,1678246068
487,Junction City,39.0286,-96.8314,7.44,75,100,5.14,US,1678246069
488,Kutum,14.2,24.6667,19.33,20,70,3.12,SD,1678245913
489,Nuquí,5.7125,-77.2708,24.43,93,99,0.58,CO,1678246071
490,Ndélé,8.4109,20.6473,26.54,38,93,1.88,CF,1678246073
491,Mezhgorye,44.9667,34.4167,5.62,69,63,3.75,UA,1678246074
492,Saldanha,-33.0117,17.9442,16.03,94,3,6.65,ZA,1678246075
493,Pingliang,35.5392,106.6861,15.61,23,11,1.38,CN,1678246077
494,Sinnai,39.3042,9.2036,13.08,85,100,3.09,IT,1678246078
495,Naze,28.3667,129.4833,21.51,64,76,4.28,JP,1678246079
496,Cockburn Town,21.4612,-71.1419,24.44,69,0,3.57,TC,1678246081
497,Dzilam González,21.2833,-88.9333,25.4,59,100,4.3,MX,1678246083
498,Kyenjojo,0.6328,30.6214,17.35,73,37,0.45,UG,1678246086
499,Voh,-20.9667,164.7,30.5,51,8,2.2,NC,1678246087
500,Nazarovo,56.0064,90.3914,-3.28,96,100,6.7,RU,1678246090
501,Alekseyevka,50.6309,38.6903,0.67,97,100,2.54,RU,1678246091
502,Sungai Penuh,-2.0833,101.3833,24.88,65,39,0.19,ID,1678246092
503,Kaka,37.3482,59.6143,11.33,81,99,1.86,TM,1678246094
504,Sokol,59.4617,40.1206,-17.53,100,96,1.34,RU,1678246095
505,Victoria Falls,-17.9235,25.843,19.5,89,100,1.81,ZW,1678246097
506,Kirakira,-10.4544,161.9205,28.34,78,98,0.41,SB,1678246098
507,Sitrah,26.1547,50.6206,24.0,55,0,3.09,BH,1678246099
508,Kununurra,-15.7667,128.7333,35.99,41,35,2.06,AU,1678245857
509,Kholm,59.2667,32.85,-8.48,91,100,4.45,RU,1678246102
510,Hohhot,40.8106,111.6522,6.16,45,40,2.0,CN,1678246104
511,Tougue,11.4667,-11.6,23.12,17,100,0.87,GN,1678246106
512,Progreso,21.2833,-89.6667,27.06,65,100,7.24,MX,1678246107
513,Guarapari,-20.6667,-40.4975,24.38,92,99,3.29,BR,1678246108
514,Dombarovskiy,50.7587,59.5386,-14.87,97,75,2.4,RU,1678246110
515,Châtellerault,46.8,0.5333,9.2,1,100,10.15,FR,1678246111
516,Daru,-9.0763,143.2092,32.32,54,60,6.3,PG,1678246112
517,Lodja,-3.4833,23.4333,21.23,99,100,0.71,CD,1678246114
518,Gračac,44.3006,15.8547,5.86,97,100,2.07,HR,1678246115
519,Rovinj,45.08,13.64,10.9,84,99,5.31,HR,1678245954
520,Lovington,32.944,-103.3485,17.87,38,98,1.79,US,1678246117
521,Kapuskasing,49.4169,-82.4331,-6.95,49,75,5.14,CA,1678246119
522,Crotone,39.0851,17.1178,9.99,56,67,2.51,IT,1678246120
523,Tripoli,32.8752,13.1875,14.62,66,81,2.88,LY,1678246121
524,Buraidah,26.326,43.975,19.25,46,100,4.53,SA,1678246123
525,Stornoway,58.2093,-6.3865,-1.02,86,75,0.51,GB,1678246124
526,Bagdarin,54.4333,113.6,-7.37,81,100,0.58,RU,1678246125
527,Campbell River,50.0163,-125.2446,4.74,81,75,3.6,CA,1678245561
528,Monteagudo,-19.8167,-63.9833,19.83,99,100,1.06,BO,1678246128
529,Blackfoot,43.1905,-112.345,-8.12,88,98,2.17,US,1678245664
530,Chyorny Yar,48.0624,46.1091,1.42,69,97,8.04,RU,1678246130
531,Codrington,-38.2667,141.9667,14.35,55,86,8.03,AU,1678246131
532,Savannah Bight,16.45,-85.85,26.24,71,82,6.97,HN,1678246133
533,Salisbury,51.0693,-1.7957,2.49,93,75,5.66,GB,1678245742
534,Lundazi,-12.2929,33.1782,17.3,96,100,1.99,ZM,1678246135
535,Birin,26.8865,88.0718,18.7,27,0,1.9,NP,1678246136
536,Tatarsk,55.219,75.9828,-4.86,94,100,6.64,RU,1678246138
537,Kidal,18.4411,1.4078,22.79,10,51,6.06,ML,1678246139
538,Shingū,33.7333,135.9833,18.45,40,0,2.9,JP,1678246140
539,Yakima,46.4665,-120.6678,3.17,81,20,2.57,US,1678245701
540,Caçapava do Sul,-30.5122,-53.4914,20.09,88,70,1.18,BR,1678246143
541,Caraballeda,10.6112,-66.8522,29.04,70,75,3.09,VE,1678246144
542,Menzel Salem,35.8567,8.4765,10.91,74,21,3.33,TN,1678246146
543,Haines Junction,60.7522,-137.5108,-6.03,42,100,3.09,CA,1678246147
544,Kismayo,-0.3582,42.5454,25.05,88,20,5.67,SO,1678246148
545,Bud,39.447,-86.1758,5.65,51,43,4.9,US,1678246150
546,Rock Sound,24.9,-76.2,25.37,69,42,5.38,BS,1678246151
547,Williams Lake,52.1415,-122.1445,-1.24,87,40,3.6,CA,1678246007
548,Yangi Marg`ilon,40.4272,71.7189,9.4,66,100,3.09,UZ,1678246153
549,Solano,38.2333,-121.9511,9.18,69,40,3.09,US,1678246155
550,Ca Mau,9.1769,105.15,30.39,48,4,4.4,VN,1678246156
551,Grootegast,53.2125,6.2736,-0.01,1,38,2.65,NL,1678246157
552,Kieta,-6.2167,155.6333,29.01,71,89,2.72,PG,1678246159
553,Mackay,-21.15,149.2,26.49,74,30,3.95,AU,1678246068
554,Krasnosel'kup,65.7,82.4667,-26.65,99,97,3.75,RU,1678246161
555,Teya,60.3778,92.6267,-9.97,94,100,1.88,RU,1678246162
556,Iisalmi,63.5592,27.1907,-20.86,100,96,1.33,FI,1678246164
557,Eureka,40.8021,-124.1637,5.34,94,92,1.79,US,1678245974
558,Kiama,-34.6833,150.8667,30.14,30,38,3.72,AU,1678246166
559,Varadero,23.1536,-81.2514,21.42,68,12,4.28,CU,1678246167
560,Bridgwater,51.1284,-3.0036,1.69,95,100,0.89,GB,1678246169
561,Mattru,7.6244,-11.8332,23.98,81,75,1.1,SL,1678246170
562,Verkhoyansk,67.5447,133.385,-26.18,93,99,0.86,RU,1678246171
563,Gaoua,10.2992,-3.2508,26.79,15,62,0.33,BF,1678246173
564,Saint-Pierre,-21.3393,55.4781,26.43,73,0,4.12,RE,1678246173
565,Ibi,38.6253,-0.5723,11.37,78,8,3.87,ES,1678246175
566,Adrar,20.5022,-10.0711,20.31,15,0,4.17,MR,1678246177
567,Tigil',57.8,158.6667,-8.69,77,100,4.14,RU,1678246178
568,Caiapônia,-16.9567,-51.8103,20.67,90,77,1.5,BR,1678246180
569,Dhārchula,29.85,80.5333,18.17,26,96,1.14,IN,1678246181
570,Manaquiri,-3.3167,-60.35,25.25,98,100,0.82,BR,1678246182
571,San Cristobal,7.7669,-72.225,22.74,77,100,0.11,VE,1678245968
572,Danielskuil,-28.1887,23.5395,16.66,83,1,5.7,ZA,1678246185
573,Nuuk,64.1835,-51.7216,-6.43,86,15,4.59,GL,1678246186
